amplitude_induced;amplitude_evoked;modulation_induced;modulation_evoked;subjects;stim_id;stim_pos;stim_freq;stim_elec;stim_time;stim_attended;con_validity;con_pos_attention;con_pos_targ;con_val_pos_att
2.60183835029602;1.40849137306213;1.67340116590533;4.52342525041676;2;SSVEP1;left;24;'PO4','O2','PO8';[1000 2000] ;stim_attended;valid;right;right;valid_right
2.92208170890808;0.789770483970642;-7.47941648790142;9.45827770299821;2;SSVEP2;right;21.8182;'PO3','O1','PO7';[1000 2000] ;stim_attended;valid;right;right;valid_right
2.71820950508118;1.60877668857574;-4.75777676640495;-6.93771188804554;2;SSVEP1;left;24;'PO4','O2','PO8';[1000 2000] ;stim_attended;invalid;right;left;invalid_right
3.18585801124573;0.776271283626556;4.37373642932022;61.0404858144404;2;SSVEP2;right;21.8182;'PO3','O1','PO7';[1000 2000] ;stim_attended;invalid;right;left;invalid_right
2.69531488418579;1.60445737838745;-3.01454416800585;-3.94003087527772;2;SSVEP1;left;24;'PO4','O2','PO8';[1000 2000] ;stim_attended;invalid;left;right;invalid_left
3.20661687850952;0.909101486206055;0.672953171878676;45.0590662201709;2;SSVEP2;right;21.8182;'PO3','O1','PO7';[1000 2000] ;stim_attended;invalid;left;right;invalid_left
2.76065182685852;1.43551135063171;0.340554367291945;-14.9618922644891;2;SSVEP1;left;24;'PO4','O2','PO8';[1000 2000] ;both_attended;neutral;both;left;neutral_both
2.92414808273315;0.842385232448578;-12.0261821962844;9.04062791521067;2;SSVEP2;right;21.8182;'PO3','O1','PO7';[1000 2000] ;both_attended;neutral;both;left;neutral_both
2.5029718875885;1.23044633865356;-9.31681906320356;-19.2391602438537;2;SSVEP1;left;24;'PO4','O2','PO8';[1000 2000] ;both_attended;neutral;both;right;neutral_both
3.22693657875061;1.08921825885773;-0.840348509127398;38.9755973542538;2;SSVEP2;right;21.8182;'PO3','O1','PO7';[1000 2000] ;both_attended;neutral;both;right;neutral_both
2.67904496192932;1.49005568027496;7.06942014274299;31.0876616651724;2;SSVEP1;left;24;'PO4','O2','PO8';[1500 2500] ;stim_attended;valid;left;left;valid_left
2.93399667739868;0.688373267650604;-10.9110825411169;7.27310421813478;2;SSVEP2;right;21.8182;'PO3','O1','PO7';[1500 2500] ;stim_attended;valid;left;left;valid_left
2.4618501663208;1.27783632278442;-3.79699048474419;-5.17241928400995;2;SSVEP1;left;24;'PO4','O2','PO8';[1500 2500] ;stim_attended;valid;right;right;valid_right
2.81302857398987;0.733456134796143;-10.9323177691004;1.6533878068659;2;SSVEP2;right;21.8182;'PO3','O1','PO7';[1500 2500] ;stim_attended;valid;right;right;valid_right
2.70239663124084;1.33308494091034;-5.31183753966408;-22.8855466829666;2;SSVEP1;left;24;'PO4','O2','PO8';[1500 2500] ;stim_attended;invalid;right;left;invalid_right
2.8117983341217;0.495875358581543;-7.88104894126612;2.87126463871379;2;SSVEP2;right;21.8182;'PO3','O1','PO7';[1500 2500] ;stim_attended;invalid;right;left;invalid_right
2.61657309532166;1.27825880050659;-5.84790821419662;-23.4697645670859;2;SSVEP1;left;24;'PO4','O2','PO8';[1500 2500] ;stim_attended;invalid;left;right;invalid_left
2.96954941749573;0.732642650604248;-6.76986968643275;16.902744503527;2;SSVEP2;right;21.8182;'PO3','O1','PO7';[1500 2500] ;stim_attended;invalid;left;right;invalid_left
2.69653058052063;1.62710332870483;-1.9900406543871;-3.612194983815;2;SSVEP1;left;24;'PO4','O2','PO8';[1500 2500] ;both_attended;neutral;both;left;neutral_both
3.25721335411072;0.615230560302734;-2.00581979605752;-20.3628885883489;2;SSVEP2;right;21.8182;'PO3','O1','PO7';[1500 2500] ;both_attended;neutral;both;left;neutral_both
2.93107390403748;1.76604318618774;6.19340412769798;15.9149540143412;2;SSVEP1;left;24;'PO4','O2','PO8';[1500 2500] ;both_attended;neutral;both;right;neutral_both
3.04500985145569;0.741052567958832;-6.43072515124412;-5.44757906373414;2;SSVEP2;right;21.8182;'PO3','O1','PO7';[1500 2500] ;both_attended;neutral;both;right;neutral_both
2.60708498954773;1.10014355182648;4.19350255797939;-3.21486128737291;2;SSVEP1;left;24;'PO4','O2','PO8';[2000 3000] ;stim_attended;valid;left;left;valid_left
3.28432679176331;0.71171361207962;-0.273534488518956;10.9103622554295;2;SSVEP2;right;21.8182;'PO3','O1','PO7';[2000 3000] ;stim_attended;valid;left;left;valid_left
2.50754332542419;1.02200102806091;-2.01141495291751;-24.1578258089469;2;SSVEP1;left;24;'PO4','O2','PO8';[2000 3000] ;stim_attended;valid;right;right;valid_right
3.09564065933228;0.787712037563324;-1.984096039455;9.1729872254962;2;SSVEP2;right;21.8182;'PO3','O1','PO7';[2000 3000] ;stim_attended;valid;right;right;valid_right
2.50586557388306;1.30028009414673;-12.1980083084054;-24.7831960725077;2;SSVEP1;left;24;'PO4','O2','PO8';[2000 3000] ;stim_attended;invalid;right;left;invalid_right
